pair,timestep,actual,prediction
knn_Raw,2560,6,0
knn_Raw,2561,6,6
knn_Raw,2562,6,0
knn_Raw,2563,6,0
knn_Raw,2564,6,0
knn_Raw,2565,6,0
knn_Raw,2566,6,0
knn_Raw,2567,6,0
knn_Raw,2568,6,0
knn_Raw,2569,6,0
knn_Raw,2570,6,0
knn_Raw,2571,6,0
knn_Raw,2572,6,0
knn_Raw,2573,6,5
knn_Raw,2574,6,5
knn_Raw,2575,6,5
knn_Raw,2576,6,5
knn_Raw,2577,6,5
knn_Raw,2578,6,5
knn_Raw,2579,0,5
knn_Raw,2580,0,0
knn_Raw,2581,0,0
knn_Raw,2582,0,0
knn_Raw,2583,7,0
knn_Raw,2584,7,0
knn_Raw,2585,7,0
knn_Raw,2586,7,0
knn_Raw,2587,7,0
knn_Raw,2588,7,0
knn_Raw,2589,7,0
knn_Raw,2590,7,1
knn_Raw,2591,7,7
knn_Raw,2592,7,7
knn_Raw,2593,7,5
knn_Raw,2594,7,5
knn_Raw,2595,7,0
knn_Raw,2596,7,0
knn_Raw,2597,7,0
knn_Raw,2598,7,7
knn_Raw,2599,7,7
knn_Raw,2600,7,7
knn_Raw,2601,7,7
knn_Raw,2602,7,7
knn_Raw,2603,7,0
knn_Raw,2604,7,0
knn_Raw,2605,7,0
knn_Raw,2606,7,0
knn_Raw,2607,7,1
knn_Raw,2608,7,1
knn_Raw,2609,7,1
knn_Raw,2610,0,0
knn_Raw,2611,0,1
knn_Raw,2612,0,1
knn_Raw,2613,0,5
knn_Raw,2614,0,0
knn_Raw,2615,1,0
knn_Raw,2616,1,0
knn_Raw,2617,1,0
knn_Raw,2618,1,0
knn_Raw,2619,1,0
knn_Raw,2620,1,0
knn_Raw,2621,1,0
knn_Raw,2622,1,0
knn_Raw,2623,1,0
knn_Raw,2624,1,0
knn_Raw,2625,1,0
knn_Raw,2626,1,0
knn_Raw,2627,1,0
knn_Raw,2628,1,0
knn_Raw,2629,1,0
knn_Raw,2630,1,5
knn_Raw,2631,1,5
knn_Raw,2632,1,5
knn_Raw,2633,1,5
knn_Raw,2634,1,5
knn_Raw,2635,1,5
knn_Raw,2636,1,5
knn_Raw,2637,1,0
knn_Raw,2638,1,0
knn_Raw,2639,1,0
knn_Raw,2640,1,0
knn_Raw,2641,0,0
knn_Raw,2642,0,0
knn_Raw,2643,0,0
knn_Raw,2644,0,0
knn_Raw,2645,0,0
knn_Raw,2646,0,7
knn_Raw,2647,0,7
knn_Raw,2648,9,7
knn_Raw,2649,9,0
knn_Raw,2650,9,0
knn_Raw,2651,9,0
knn_Raw,2652,9,0
knn_Raw,2653,9,0
knn_Raw,2654,9,0
knn_Raw,2655,9,0
knn_Raw,2656,9,0
knn_Raw,2657,9,0
knn_Raw,2658,9,0
knn_Raw,2659,9,6
knn_Raw,2660,9,6
knn_Raw,2661,9,0
knn_Raw,2662,9,0
knn_Raw,2663,9,0
knn_Raw,2664,9,0
knn_Raw,2665,9,5
knn_Raw,2666,9,0
knn_Raw,2667,9,0
knn_Raw,2668,9,0
knn_Raw,2669,9,0
knn_Raw,2670,9,0
knn_Raw,2671,0,0
knn_Raw,2672,0,0
knn_Raw,2673,0,0
knn_Raw,2674,0,0
knn_Raw,2675,5,0
knn_Raw,2676,5,0
knn_Raw,2677,5,0
knn_Raw,2678,5,0
knn_Raw,2679,5,0
knn_Raw,2680,5,0
knn_Raw,2681,5,0
knn_Raw,2682,5,0
knn_Raw,2683,5,0
knn_Raw,2684,5,0
knn_Raw,2685,5,0
knn_Raw,2686,5,0
knn_Raw,2687,5,0
knn_Raw,2688,5,0
knn_Raw,2689,5,0
knn_Raw,2690,5,0
knn_Raw,2691,5,0
knn_Raw,2692,5,7
knn_Raw,2693,5,7
knn_Raw,2694,5,0
knn_Raw,2695,5,0
knn_Raw,2696,5,0
knn_Raw,2697,5,1
knn_Raw,2698,5,1
knn_Raw,2699,5,1
knn_Raw,2700,5,0
knn_Raw,2701,5,0
knn_Raw,2702,0,0
knn_Raw,2703,0,0
knn_Raw,2704,0,0
knn_Raw,2705,0,0
knn_Raw,2706,5,0
knn_Raw,2707,5,1
knn_Raw,2708,5,0
knn_Raw,2709,5,1
knn_Raw,2710,5,1
knn_Raw,2711,5,1
