-3.742947404212396134e-01,-3.798688654909686963e-02,-1.426278943102638475e-01,2.087093426327913115e-01,-5.056265187046352638e-01,-5.251071964581174312e-01,-5.260741403514652692e-01,-1.055737916482873823e-01,-1.277138184823733147e-01,1.739734711791484645e-01
-3.798688654909686963e-02,2.834633259771699443e-01,9.781214425957295011e-02,9.725888682045610856e-02,-1.753553182466694726e-01,-1.897683930191685908e-01,-1.347651498484729871e-01,-2.611889593674837640e-01,1.962029148045492388e-01,2.420159876343059013e-01
-1.426278943102638475e-01,9.781214425957295011e-02,-3.374710813606496829e-01,1.920107890286232855e-01,-3.558289147216019133e-02,2.025453434874960323e-01,-8.235024951835276386e-02,2.729348141576528608e-01,-6.175677692246195338e-01,-1.882970485136360173e-01
2.087093426327913115e-01,9.725888682045610856e-02,1.920107890286232855e-01,6.070093764335250386e-01,4.698258675670092810e-01,2.794227008480612007e-01,3.923846260075374293e-01,7.716239553244507166e-01,4.706576536981087189e-02,3.130067875095723928e-01
-5.056265187046352638e-01,-1.753553182466694726e-01,-3.558289147216019133e-02,4.698258675670092810e-01,-5.789512074447307199e-01,-4.224892965890229557e-01,-4.915658323693349874e-01,-2.612756534104241912e-01,3.156841718371279359e-01,5.153571018798206449e-01
-5.251071964581174312e-01,-1.897683930191685908e-01,2.025453434874960323e-01,2.794227008480612007e-01,-4.224892965890229557e-01,3.121588951629692549e-02,-1.273597953951399187e-01,9.588998963509644258e-02,-1.992071292858235976e-01,6.849950927771664144e-01
-5.260741403514652692e-01,-1.347651498484729871e-01,-8.235024951835276386e-02,3.923846260075374293e-01,-4.915658323693349874e-01,-1.273597953951399187e-01,-5.042493048774007169e-01,5.981045967224338233e-02,-4.570429303984840930e-01,-2.915148095293545322e-02
-1.055737916482873823e-01,-2.611889593674837640e-01,2.729348141576528608e-01,7.716239553244507166e-01,-2.612756534104241912e-01,9.588998963509644258e-02,5.981045967224338233e-02,6.778843525655746660e-01,-4.248783139382247276e-01,2.223589754158129261e-01
-1.277138184823733147e-01,1.962029148045492388e-01,-6.175677692246195338e-01,4.706576536981087189e-02,3.156841718371279359e-01,-1.992071292858235976e-01,-4.570429303984840930e-01,-4.248783139382247276e-01,-6.407422981515993599e-02,2.297086741879382152e-02
1.739734711791484645e-01,2.420159876343059013e-01,-1.882970485136360173e-01,3.130067875095723928e-01,5.153571018798206449e-01,6.849950927771664144e-01,-2.915148095293545322e-02,2.223589754158129261e-01,2.297086741879382152e-02,9.771438212554946212e-02
